Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
RECRUITED_PERCENTAGE_MORE_THAN;At least §Y$VAL$§W% of possible soldiers recruited.\n;Au moins §Y$VAL$§W % des soldats potentiels ont été recrutés.\n;Mindestens §Y$VAL$§W% der möglichen Soldaten rekrutiert.\n;;Al menos el §Y$VAL$§W% de los soldados posibles reclutados.\n;;;;;;;;;
SEPARATISM_TECH;Separatism;Séparatisme;Separatismus;;Separatismo;;;;;;;;;
INC_RES_TECH;Research Points;Points de recherche;Forschungspunkte;;Puntos de investigación;;;;;;;;;
TOTAL_POPS_NOT_TR;Less than §Y$VAL$§W pops in $WHERE$.\n;Moins de §Y$VAL$§W pop en $WHERE$.\n;Weniger als §Y$VAL$§W Bevs in $WHERE$.\n;;Menos de §Y$VAL$§W POB en $WHERE$.\n;;;;;;;;;
TOTAL_POPS_TR;At least §Y$VAL$§W pops in $WHERE$.\n;Au moins §Y$VAL$§W pop en $WHERE$.\n;Mindestens §Y$VAL$§W Bevs in $WHERE$.\n;;Al menos §Y$VAL$§W POB en $WHERE$.\n;;;;;;;;;
IS_CRIME_NOT_HIGHER_THAN_EDU_TR;More is spent on §Yeducation§W than on administration.\n;Les dépenses d’§Yéducation§W sont supérieures aux dépenses d’administration.\n;Ausgaben für §YBildung§W übersteigen die für Verwaltung.\n;;Se gasta más en §Yeducación§W que en administración.\n;;;;;;;;;
IS_CRIME_HIGHER_THAN_EDU_TR;More is spent on §Yadministration§W than on education.\n;Les dépenses d’§Yadministration§W sont supérieures aux dépenses d’éducation.\n;Ausgaben für §YVerwaltung§W übersteigen die für Bildung.\n;;Se gasta más en §Yadministración§W que en educación.\n;;;;;;;;;
ANY_AT_WAR_STARTS;Any country at war with.;Tout pays avec lequel nous sommes en guerre.;Jedes Land, mit dem Krieg herrscht.;;Cualquier país con el que estás en guerra.;;;;;;;;;
REBEL_POWER_LESS_THAN;Rebel threat is less than §Y$VAL$§W percent.;La menace rebelle est inférieure à §Y$VAL$§W %.;Bedrohung durch Rebellen beträgt weniger als §Y$VAL$§W Prozent.;;La amenaza de los rebeldes es inferior al §Y$VAL$§W por ciento.;;;;;;;;;
REBEL_POWER_MORE_THAN;Rebel threat is at least §Y$VAL$§W percent.;La menace rebelle est d’au moins §Y$VAL$§W %.;Bedrohung durch Rebellen beträgt mindestens §Y$VAL$§W Prozent.;;La amenaza de los rebeldes es de al menos el §Y$VAL$§W por ciento.;;;;;;;;;
POP_TYPE_PERC_NOT;$NAME$ is less than §Y$VAL$%§W.\n;$NAME$ : inférieur à §Y$VAL$%§W.\n;$NAME$ ist weniger als §Y$VAL$%§W.\n;;Los $NAME$ representan menos del §Y$VAL$%§W.\n;;;;;;;;;
POP_TYPE_PERC;$NAME$ is at least §Y$VAL$%§W.\n;$NAME$ : supérieur à §Y$VAL$%§W.\n;$NAME$ ist mindestens §Y$VAL$%§W.\n;;Los $NAME$ representan al menos el §Y$VAL$%§W.\n;;;;;;;;;
MAJORITY_IS;Majority of population is ;La majorité de la population est ;Bevölkerungsmehrheit ist ;;La mayoría de la población es ;;;;;;;;;
MAJORITY_IS_NOT;Majority of population is NOT ;La majorité de la population n’est PAS ;Bevölkerungsmehrheit ist NICHT ;;La mayoría de la población NO es ;;;;;;;;;
ICL;Iceland;Islande;Island;;Islandia;;;;;;;;;
ICL_ADJ;Icelandic;islandais;Isländisch;;Islandesa;;;;;;;;;
ISR;Israel;Israël;Israel;;Israel;;;;;;;;;
ISR_ADJ;Israeli;israélien;Israelitisch;;Israelí;;;;;;;;;
BYZ;Byzantine Empire;Empire byzantin;Byzantinisches Reich;;Imperio Bizantino;;;;;;;;;
BYZ_ADJ;Byzantine;byzantin;Byzantinisch;;Bizantina;;;;;;;;;
ANY_CORE_LIMITED;For any core that is\n;Pour tout territoire clé qui est\n;Für jede Kernprovinz, für die gilt:\n;;Para cualquier núcleo que esté\n;;;;;;;;;
ANY_CORE_NORMAL;All core provinces will get\n;Tous les territoires clés obtiennent\n;Alle Kernprovinzen erhalten\n;;Todas las provincias núcleo recibirán\n;;;;;;;;;
POLITICS_NOT_BEFORE;We can not change ruling party again before §Y$DATE$§W.;Nous ne pouvons pas changer de parti dirigeant avant §Y$DATE$§W.;Ein erneuter Wechsel der Regierungspartei ist vor §Y$DATE$§W unmöglich.;;No podemos cambiar de nuevo el partido gobernante hasta el §Y$DATE$§W.;;;;;;;;;
POLITICS_NOT_ACCEPTED;Our form of government does not allow §Y$WHICH$§W parties.;Notre forme de gouvernement n’autorise pas les partis §Y$WHICH$§W.;Unsere Regierungsform gestattet keine §Y$WHICH$en§W Parteien.;;Nuestra forma de gobierno no permite partidos §Y$WHICH$§W.;;;;;;;;;
RELEASE_PRESTIGE;Prestige: ;Prestige : ;Prestige: ;;Prestigio: ;;;;;;;;;
RELEASE_INFAMY;Infamy: ;Infamie : ;Infamie: ;;Infamia: ;;;;;;;;;
SOMEONE_HAS_ADDED_STATUS_QUO;We cannot add a wargoal if someone has added a §YStatus Quo§W wargoal;Nous ne pouvons pas ajouter d’objectif de guerre si quelqu’un a ajouté l’objectif de guerre : §YStatu Quo§W.;Wir können kein Kriegsziel hinzufügen, wenn jemand ein §YStatus Quo§W-Kriegsziel hinzugefügt hat.;;No podemos añadir un objetivo bélico si alguien ya ha añadido uno de §YStatus Quo§W;;;;;;;;;
NO_INTERVENTION_NOT_ENOUGH_OPINION;In order to intervene, a nation targeted by a wargoal need to have at least §Y$REQLEVEL$§W opinion of us;Pour intervenir, une nation visée par un objectif de guerre doit avoir au moins une opinion de nous égale à §Y$REQLEVEL$§W.;Zum Intervenieren muss eine Nation, die Ziel eines Kriegsziels ist, mindestens eine §Y$REQLEVEL$§W von uns haben.;;Para poder intervenir, un país objeto de un objetivo bélico debe tener una opinión sobre nosotros de al menos §Y$REQLEVEL$§W;;;;;;;;;
OL_SIEGES;Occupations;Occupations;Besetzungen;;Ocupaciones;;;;;;;;;
