Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
STRATA_NEED_LESS_THAN;Needs fulfilled at less than;Besoins satisfaits à moins de;Erfüllte Bedürfnisse weniger als;;Necesidades satisfechas a menos de;;;;;;;;;
STRATA_NEED_MORE_THAN;Needs fulfilled at least;Besoins satisfaits d'au moins;Erfüllte Bedürfnisse mindestens;;Necesidades satisfechas a;;;;;;;;;
HAVE_LESS_POPS_WANTING_POLITICAL_REFORM_THAN;Less than $VAL$ want political reform.;Moins de $VAL$ souhaitent une réforme politique.;Weniger als $VAL$ wollen politische Reformen.;;Menos de $VAL$ quieren reformas políticas.;;;;;;;;;
HAVE_MORE_POPS_WANTING_POLITICAL_REFORM_THAN;At least $VAL$ want political reform.;Au moins $VAL$ souhaitent une réforme politique.;Mindestens $VAL$ wollen politische Reformen.;;Al menos $VAL$ quieren reformas políticas.;;;;;;;;;
HAVE_LESS_POPS_WANTING_SOCIAL_REFORM_THAN;Less than $VAL$ want social reform.;Moins de $VAL$ souhaitent une réforme sociale.;Weniger als $VAL$ wollen soziale Reformen.;;Menos de $VAL$ quieren reformas sociales.;;;;;;;;;
HAVE_MORE_POPS_WANTING_SOCIAL_REFORM_THAN;At least $VAL$ want social reform.;Au moins $VAL$ souhaitent une réforme sociale.;Mindestens $VAL$ wollen soziale Reformen.;;Al menos $VAL$ quieren reformas sociales.;;;;;;;;;
CSA_proletarian_dictatorship;Confederate States of America;États confédérés d'Amérique;CSA;;EE CC;;;;;;;;;
USA_presidential_dictatorship;The USA;États-Unis;USA;;EE UU;;;;;;;;;
CSA_presidential_dictatorship;Confederate States of America;États confédérés d'Amérique;CSA;;EE CC;;;;;;;;;
USA_bourgeois_dictatorship;The USA;États-Unis;USA;;EE UU;;;;;;;;;
CSA_bourgeois_dictatorship;Confederate States of America;États confédérés d'Amérique;CSA;;EE CC;;;;;;;;;
USA_fascist_dictatorship;The USA;États-Unis;USA;;EE UU;;;;;;;;;
CSA_fascist_dictatorship;Greater Dixie Republic;Grande Dixie République;Größere Dixie Republik;;Gran República de Dixie;;;;;;;;;
REMOVE_USA_prussian_constitutionalism;The USA;États-Unis;USA;;EE UU;;;;;;;;;
CSA_prussian_constitutionalism;Confederate States of America;États confédérés d'Amérique;CSA;;EE CC;;;;;;;;;
USA_democracy;The USA;États-Unis;USA;;EE UU;;;;;;;;;
CSA_democracy;Confederate States of America;États confédérés d'Amérique;CSA;;EE CC;;;;;;;;;
CAL_absolute_monarchy;Kingdom of California;Royaume de Californie;Kingdom of California;;Reino de California;;;;;;;;;
CAL_hms_government;Kingdom of California;Royaume de Californie;Kingdom of California;;Reino de California;;;;;;;;;
DOM_absolute_monarchy;Santo Domingo;Santo Domingo;Santo Domingo;;Santo Domingo;;;;;;;;;
DOM_hms_government;Santo Domingo;Santo Domingo;Santo Domingo;;Santo Domingo;;;;;;;;;
TECH_DAILY_LEADERSHIP_BASE_TOOLTIP;Monthly base leadership: §Y$VALUE$§W;Valeur de base mensuelle de Commandement  : §Y$VALUE$§W;Monatliche Basis-Anführerpunkte: §Y$VALUE$§W;;Liderazgo básico mensual: §Y$VALUE$§W;;;;;;;;;
TECH_DAILY_LEADERSHIP_TOTAL_TOOLTIP;Monthly leadership: §G+$VALUE$§W;Valeur mensuelle de Commandement : §G+$VALUE$§W;Monatliche Anführerpunkte: §G+$VALUE$§W;;Liderazgo mensual: §G+$VALUE$§W;;;;;;;;;
TECH_DAILY_LEADERSHIP_TOOLTIP;$POPTYPE$ provide §G$VALUE$§W leadership.\n (§Y$FRACTION$%§W of the population, $OPTIMAL$% is optimal.);§Y$POPTYPE$§W donnent §G$VALUE$§W de valeur de Commandement.\n(§Y$FRACTION$ %§W de la population, $OPTIMAL$ % est optimal);$POPTYPE$ erbringen §G$VALUE$§W Anführerpunkte.\n(§Y$FRACTION$%§W der Bevölkerung, $OPTIMAL$% ist optimal);;Los $POPTYPE$ proporcionan §G$VALUE$§W de liderazgo.\n (§Y$FRACTION$%§W de la población, el valor óptimo es $OPTIMAL$%.);;;;;;;;;
MODIFIER_CORE_POP_MILITANCY_MODIFIER;Militancy in Non-Colonial;Militantisme des États non coloniaux;Militanz in Nicht-Koloniestaat;;Militancia en provincias no coloniales;;;;;;;;;
MODIFIER_CORE_POP_CONSCIOUSNESS_MODIFIER;Consciousness in Non-Colonial;Conscience nationale des États non coloniaux;Bewusstsein in Nicht-Koloniestaat;;Conciencia en provincias no coloniales;;;;;;;;;
MODIFIER_NON_ACCEPTED_POP_MILITANCY_MODIFIER;Militancy for Non-Accepted;Militantisme des cultures non acceptées;Militanz für nicht akzeptierte Kulturen;;Militancia de culturas no aceptadas;;;;;;;;;
MODIFIER_NON_ACCEPTED_POP_CONSCIOUSNESS_MODIFIER;Consciousness for Non-Accepted;Conscience nationale des cultures non acceptées;Bewusstsein für nicht akzeptierte Kulturen;;Conciencia de culturas no aceptadas;;;;;;;;;
EVTNAME23212;Comet Sighted;Comète aperçue;Komet gesichtet;;Cometa avistado;;;;;;;;;
EVTDESC23212;A Comet was sighted in the sky, some believe that this portends fell times ahead. Others believe that they are in fact pixie fairies floating in the sky. There are also those who believe that this comet is most probably a giant ball of ice floating through the sky and the long tail is created due to the energy of the sun. The arguments amongst the three equally viable theories is stimulating the pursuit of knowledge in our country.;Une comète a été aperçue dans le ciel, ce qui selon certains augure de temps difficiles. D'autres croient qu'il s'agit en fait de fées qui flottent dans le ciel. Puis, il y a ceux qui pensent que cette comète est, vraisemblablement, une boule de glace géante qui traverse le ciel et dont la longue queue résulte de l'énergie solaire. Les discussions liées à ces trois théories viables stimulent la soif de connaissance de notre pays.;Am Nachthimmel wurde ein Komet gesichtet, und manche sehen darin ein Omen für die Zukunft. Andere dagegen glauben, dass Kometen Feen sind, die am Himmel schweben, aber es gibt auch solche, die einen Komet für nichts als einen riesigen Eisball halten, der durch den Himmel zieht, und dessen langer Schweif von der Sonnenenergie erzeugt wird. Die Argumente dieser drei Denkansätze stimulieren in unserem Land das Streben nach Wissen.;;Han avistado un cometa en el cielo y algunos aseguran que esto presagia malos tiempos. Otros creen que se trata de la acción de las hadas y los duendes que viven en el cielo. E incluso hay algunos que piensan que el cometa podría ser una bola de hielo gigantesca que flota por el cielo, seguido por una larga cola creada por la energía del sol. Las discusiones entre estas tres teorías igualmente plausibles están estimulando la búsqueda del conocimiento en nuestro país.;;;;;;;;;
EVTOPTA23212;Thank God we live in such enlightened times;Dieu merci, nous vivons une période des plus éclairées.;Gott sei Dank leben wir in solch aufgeklärten Zeiten!;;Demos gracias a Dios por vivir en estos tiempos de iluminación;;;;;;;;x  ;
become_guatemala_title;Become Guatemala;Devient le Guatemala;Werden Sie Guatemala;;Convertirse en Guatemala;;;;;;;;x  ;
BUDGET_STOCKPILE_YESTERDAYS;Yesterdays purchases for stockpile:;Achats d'hier pour les réserves :;Gestrige Vorratskäufe: ;;Adquisiciones de ayer para la reserva nacional:;;;;;;;;;
become_guatemala_desc;The dream of a united Central America has died. The other provinces were too concerned about being dominated by Guatemala to realise the sacrifices we had made to keep the union alive. Well no more. We are done with them. Guatemala will find its own destiny.;Le rêve d'une Amérique centrale unie a volé en éclats. Les autres provinces étaient trop inquiètes par une éventuelle domination du Guatemala pour comprendre les sacrifices concédés pour préserver l'union. Eh bien, voilà. On a en fini avec elles. Le Guatemala trouvera son propre destin.;Der Traum eines vereinigten Zentralamerikas ist tot. Die anderen Provinzen waren zu sehr mit der Dominanz Guatemalas beschäftigt, um sich der Opfer gewahr zu werden, die wir zur Beibehaltung der Union gebracht hatten. Jetzt ist es genug. Wir sind fertig mit ihnen. Guatemala wird seine eigenes Schicksal schmieden.;;El sueño de una América Central unida ha muerto. A las demás naciones les preocupaba demasiado la posición dominante de Guatemala como para comprender los sacrificios que hemos tenido que hacer para mantener la unión con vida. Pues se acabó. Que se vayan al Infierno. Guatemala buscará su propio camino.;;;;;;;;x  ;
LAG_PAUSE;$PLAYER$ is lagging behind, pausing game.;$PLAYER$ est à la traîne, partie en pause.;$PLAYER$ hat Verbindungsprob., Spiel wird pausiert.;;$PLAYER$ está sufriendo lag, juego en pausa;;;;;;;;;
LAG_DECREASE_SPEED;$PLAYER$ is lagging behind, decreasing speed.;$PLAYER$ est à la traîne, ralentissement.;$PLAYER$ hat Verbindungsprobl., Spielgeschw. wird reduziert.;;$PLAYER$ está sufriendo lag, velocidad reducida;;;;;;;;;
PAUSED_BY;§Y$PLAYER$§W paused the game.;§Y$PLAYER$§W a mis la partie en pause.;§Y$PLAYER$§W pausiert das Spiel.;;§Y$PLAYER$§W ha puesto el juego en pausa.;;;;;;;;;
WARGOAL_OTHER_ACCEPT_SETUP;When a nation adds a wargoal in a war.;Si une nation ajoute un objectif de guerre.;Wenn eine Nation in einem Krieg ein Kriegsziel hinzufügt.;;Cuando un país añade un objetivo bélico en una guerra;;;;;;;;;
WARGOAL_THEY_ACCEPT_SETUP;When we add a wargoal against another nation.;Si nous ajoutons un objectif de guerre contre une autre nation.;Wenn wir ein Kriegsziel gegen eine andere Nation hinzufügen.;;Cuando añadimos un objetivo bélico contra otro país;;;;;;;;;
WARGOAL_WE_ACCEPT_SETUP;When a nation adds a wargoal against us..;Si une nation ajoute un objectif de guerre contre nous.;Wenn eine Nation ein Kriegsziel gegen uns hinzufügt.;;Cuando otro país añade un objetivo bélico contra nosotros;;;;;;;;;
GUNBOAT_OTHER_ACCEPT_LOG;$ACTOR$ is using gunboats to force $RECIPIENT$ to pay their debt!;$ACTOR$ utilise des canonnières pour obliger $RECIPIENT$ à rembourser sa dette !;$ACTOR$ setzt Kanonenbootpolitik ein, um $RECIPIENT$ zur Rückzahlung der Schulden zu zwingen!;;¡$ACTOR$ está usando sus cañoneras para obligar a $RECIPIENT$ a pagar sus deudas!;;;;;;;;;
GUNBOAT_THEY_ACCEPT_LOG;We are using gunboats to force $RECIPIENT$ to pay their debt!;Nous utilisons des canonnières pour obliger $RECIPIENT$ à rembourser sa dette !;Wir setzen Kanonenbootpolitik ein, um $RECIPIENT$ zur Rückzahlung der Schulden zu zwingen!;;¡Estamos usando nuestras cañoneras para obligar a $RECIPIENT$ a pagar sus deudas!;;;;;;;;;
GUNBOAT_WE_ACCEPT_LOG;$ACTOR$ is using gunboats to force us to pay back our debt!;$ACTOR$ utilise des canonnières pour nous obliger à rembourser notre dette !;$ACTOR$ setzt Kanonenbootpolitik ein, um uns zur Rückzahlung unserer Schulden zu zwingen!;;¡$ACTOR$ está usando sus cañoneras para obligarnos a pagar nuestras deudas!;;;;;;;;;
