Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
AIREASON_TOO_MANY_CRISIS_WARGOALS;Added Wargoals;;Hinzugefügte Kriegsziele;;;;;;;;;;;
AIREASON_NOT_OVERLORD;Not my Overlord;;Nicht mein Herrscher;;;;;;;;;;;
EVTNAME36230;The Polar Bear Purchase;;Der Polarbär Kauf;;;;;;;;;;;
EVTDESC36230;Jan Mayen is offering to buy all our polar bears at a good price. They promise they will treat them with the care and dignity afforded to such majestic creatures.;;Jan Mayen möchte alle unsere Polarbären kaufen. Sie versprechen diese mit Fürsorge zu versorgen und mit ausreichend Ehre zu behandeln.;;;;;;;;;;;
EVTOPTA36230;Okay!;;Okay!;;;;;;;;;;;
EVTOPTB36230;Never!;;Niemals!;;;;;;;;;;;
EVTNAME36231;The Polar Bear Purchase - Denmark Accepts;;Der Polarbär Kauf - Denmark hat akzeptiert;;;;;;;;;;;
EVTDESC36231;Denmark has agreed to sell us all of their Polar Bears.;;Denmark hat zugestimmt uns all ihre Polarbären zu verkaufen.;;;;;;;;;;;
EVTOPTA36231;Great!;;Großartig!;;;;;;;;;;;
EVTNAME36232;The Polar Bear Purchase - Denmark Refuses;;Der Polarbär Kauf - Denmark hat abgelehnt;;;;;;;;;;;
EVTDESC36232;Denmark has refused to sell us their Polar Bears.;;Denmark hat sich geweigert uns ihre Polarbären zu verkaufen.;;;;;;;;;;;
EVTOPTA36232;Oh no!;;Oh nein!;;;;;;;;;;;
the_greenland_purchase_title;The Polar Bear Purchase;;Der Polarbär Kauf;;;;;;;;;;;
the_greenland_purchase_desc;It has long been a troubling fact to the great people of Jan Mayen that all the world's polar bears are not unified under one flag. We should approach Denmark and see if they are willing to part with theirs.;;Es ist ein beschwerlicher Fakt für die Bewohner von Jan Mayen, das die Polarbären der Welt nciht unter einer Flagge vereint sind.;;;;;;;;;;;
bears;Bears;;Bären;;;;;;;;;;;
polar_bears;Polar Bears;;Polarbären;;;;;;;;;;;
INFLUENCE_SPHERE_NEIGHBOUR;Neighbouring sphere member;;Benachbarter Spherenmitglied;;;;;;;;;;;
SOIS_HAS_REBELS_WARNING;Rebels have risen against our Sphere members: §Y$LIST$§!;;Rebellen haben bei Spherenmitgliedern rebelliert: §Y$LIST$§!;;;;;;;;;;;
ALLIANCE_INVALID_GPS_IN_CRISIS;The Alliance between §Ytwo Great Powers§! can't be formed when the §Ycrisis§! is active.;;Eine Allianz zwischen §Yzwei Großmächten§! kann nicht geformt werden während die §YKrise§! aktiv ist.;;;;;;;;;;;
BP_TOOL_ARROW_MEDIUM_1_DASHED;Medium Dashed Arrow 1;;Mittlerer gestrichelter Pfeil 1;;;;;;;;;;;
BP_TOOL_ARROW_MEDIUM_2_DASHED;Medium Dashed Arrow 2;;Mittlerer gestrichelter Pfeil 2;;;;;;;;;;;
BP_TOOL_ARROW_MEDIUM_3_DASHED;Medium Dashed Arrow 3;;Mittlerer gestrichelter Pfeil 3;;;;;;;;;;;
